"specificationID","sectionID","sectionLabel","sectionURL","ruleNumber","ruleTitle","ruleName","ruleID","ruleURL","ruleTargets","ruleClassification","ruleStyle","ruleText","ruleCurrent"
"NDR-4.0","section_10.8.4","Section 10.8.4. Object-class term","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.8.4","10-57","Object-class term identifies concrete category","","rule_10-57","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-57","[""REF"",""EXT""]","Constraint","text","The object-class term of a NIEM component MUST consist of a term identifying a category of concrete concepts or entities.",false
"NDR-4.0","section_10.8.5","Section 10.8.5. Property term","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.8.5","10-58","Property term describes characteristic or subpart","","rule_10-58","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-58","[""REF"",""EXT""]","Constraint","text","A property term MUST describe or represent a characteristic or subpart of an entity or concept.",false
"NDR-4.0","section_10.8.6","Section 10.8.6. Qualifier terms","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.8.6","10-59","Name may have multiple qualifier terms","","rule_10-59","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-59","[""REF"",""EXT""]","Constraint","text","Multiple qualifier terms MAY be used within a component name as necessary to ensure clarity and uniqueness within its namespace and usage context.",false
"NDR-4.0","section_10.8.6","Section 10.8.6. Qualifier terms","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.8.6","10-60","Name has minimum necessary number of qualifier terms","","rule_10-60","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-60","[""REF"",""EXT""]","Constraint","text","The number of qualifier terms SHOULD be limited to the absolute minimum required to make the component name unique and understandable.",false
"NDR-4.0","section_10.8.6","Section 10.8.6. Qualifier terms","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.8.6","10-61","Order of qualifiers is not significant","","rule_10-61","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-61","[""REF"",""EXT""]","Constraint","text","The order of qualifiers MUST NOT be used to differentiate names.",false
"NDR-4.0","section_10.8.7","Section 10.8.7. Representation terms","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.8.7","10-62","Redundant term in name is omitted","","rule_10-62","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-62","[""REF"",""EXT""]","Constraint","text","If any word in the representation term is redundant with any word in the property term, one occurrence SHOULD be deleted.",false
"NDR-4.0","section_10.8.7","Section 10.8.7. Representation terms","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.8.7","10-63","Element with simple content has representation term","rule-csc-has-rep-term","rule_10-63","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-63","[""REF"",""EXT""]","Constraint","text","Within the schema, the name of an element declaration that is of simple content SHOULD use an appropriate representation term as found in Table 10-2, Representation terms.",false
"NDR-4.0","section_10.8.7","Section 10.8.7. Representation terms","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.8.7","10-64","Element with complex content has representation term when appropriate","","rule_10-64","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-64","[""REF"",""EXT""]","Constraint","text","Within the schema, the name of an element declaration that is of complex content, and that corresponds to a concept listed in Table 10-2, Representation terms, SHOULD use a representation term from that table.",false
"NDR-4.0","section_10.8.7","Section 10.8.7. Representation terms","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.8.7","10-65","Element with complex content has representation term only when appropriate","","rule_10-65","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-65","[""REF"",""EXT""]","Constraint","text","Within the schema, the name of an element declaration that is of complex content and that does not correspond to a concept listed in Table 10-2, Representation terms SHOULD NOT use a representation term.",false
"NDR-4.0","section_10.9","Section 10.9. Machine-readable annotations","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.9","10-66","Machine-readable annotations are valid","","rule_10-66","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-66","[""REF"",""EXT""]","Constraint","text","Every element information item or attribute information item that appears as a machine-readable annotation in a schema MUST be a valid instance, according to its specification.",false
"NDR-4.0","section_10.9.1.1","Section 10.9.1.1. Deprecation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.9.1.1","10-67","Component marked as deprecated is deprecated component","","rule_10-67","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-67","[""REF"",""EXT""]","Interpretation","text","A schema component that has an attribute appinfo:deprecated with a value of true MUST be a deprecated component.",false
"NDR-4.0","section_10.9.1.1","Section 10.9.1.1. Deprecation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.9.1.1","10-68","Deprecated annotates schema component","rule-use-of-deprecated","rule_10-68","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-68","[""REF"",""EXT""]","Constraint","schematron","The attribute appinfo:deprecated MUST be owned by an element with a namespace name xs.",false
"NDR-4.0","section_10.9.1.2","Section 10.9.1.2. External adapters","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.9.1.2","10-69","External import indicator annotates import","rule-owner-of-appinfo-conformantindicator","rule_10-69","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-69","[""REF"",""EXT""]","Constraint","schematron","The attribute {http://release.niem.gov/niem/appinfo/4.0/}externalImportIndicator MUST be owned by an element xs:import.",false
"NDR-4.0","section_10.9.1.2","Section 10.9.1.2. External adapters","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.9.1.2","10-70","External adapter type indicator annotates complex type","rule-owner-of-appinfo-externaladaptertypeindicator","rule_10-70","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-70","[""REF"",""EXT""]","Constraint","schematron","The attribute appinfo:externalAdapterTypeIndicator MUST be owned by an element xs:complexType.",false
"NDR-4.0","section_10.9.1.3","Section 10.9.1.3. appinfo:appliesToTypes annotation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.9.1.3","10-71","appinfo:appliesToTypes annotates metadata element","rule-owner-of-appinfo-appliestotypes","rule_10-71","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-71","[""REF"",""EXT""]","Constraint","schematron","The attribute appinfo:appliesToTypes MUST be owned by a metadata element.",false
"NDR-4.0","section_10.9.1.3","Section 10.9.1.3. appinfo:appliesToTypes annotation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.9.1.3","10-72","appinfo:appliesToTypes references types","","rule_10-72","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-72","[""SET""]","Constraint","schematron","Every item in @appinfo:appliesToTypes MUST resolve to a type.",false
"NDR-4.0","section_10.9.1.4","Section 10.9.1.4. appinfo:appliesToElements annotation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.9.1.4","10-73","appinfo:appliesToElements annotates metadata element","rule-owner-of-appinfo-appliestoelements","rule_10-73","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-73","[""REF"",""EXT""]","Constraint","schematron","The attribute appinfo:appliesToElements MUST be owned by a metadata element.",false
"NDR-4.0","section_10.9.1.4","Section 10.9.1.4. appinfo:appliesToElements annotation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.9.1.4","10-74","appinfo:appliesToElements references elements","","rule_10-74","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-74","[""SET""]","Constraint","schematron","Every item in @appinfo:appliesToElements MUST resolve to an element.",false
"NDR-4.0","section_10.9.2","Section 10.9.2. Local terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.9.2","10-75","appinfo:LocalTerm annotates schema","","rule_10-75","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-75","[""REF"",""EXT""]","Constraint","schematron","The element appinfo:LocalTerm MUST be application information on an element xs:schema.",false
"NDR-4.0","section_10.9.2","Section 10.9.2. Local terminology","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.9.2","10-76","appinfo:LocalTerm has literal or definition","","rule_10-76","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-76","[""REF"",""EXT""]","Constraint","schematron","The element {http://release.niem.gov/niem/appinfo/4.0/}LocalTerm MUST have a literal or definition.",false
"NDR-4.0","section_10.10","Section 10.10. NIEM structural facilities","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_10.10","10-77","Use structures consistent with specification","","rule_10-77","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_10-77","[""REF"",""EXT"",""INS"",""SET""]","Constraint","text","Any schema or instance MUST use the NIEM structures namespace consistent with the schema as it is defined in Appendix B, Structures namespace, below.",false
"NDR-4.0","section_11.1","Section 11.1. Type definition components","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.1","11-1","Name of type ends in Type","","rule_11-1","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-1","[""REF"",""EXT""]","Constraint","schematron","The name of a proxy type does not end in ""Type"".   A type definition schema component that does not define a proxy type MUST have a name that ends in ""Type"".",false
"NDR-4.0","section_11.1.1","Section 11.1.1. Type definition hierarchy","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.1.1","11-2","Base type definition defined by conformant schema","","rule_11-2","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-2","[""REF"",""EXT""]","Constraint","schematron","The {base type definition} of a type definition MUST have the target namespace or the XML Schema namespace or a namespace that is imported as conformant.",false
"NDR-4.0","section_11.1.2","Section 11.1.2. Simple type definition","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.1.2","11-3","Name of simple type ends in SimpleType","","rule_11-3","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-3","[""REF"",""EXT""]","Constraint","schematron","A simple type definition schema component MUST have a name that ends in ""SimpleType"".",false
"NDR-4.0","section_11.1.2.1","Section 11.1.2.1. Derivation by list","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.1.2.1","11-4","Use lists only when data is uniform","","rule_11-4","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-4","[""REF"",""EXT""]","Constraint","text","Within the schema, a simple type definition that uses xs:list SHOULD NOT be defined if any member of the list requires a property or metadata that is different than other members of the list. All members of the list SHOULD have the same metadata, and should be related via the same properties.",false
"NDR-4.0","section_11.1.2.1","Section 11.1.2.1. Derivation by list","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.1.2.1","11-5","List item type defined by conformant schemas","","rule_11-5","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-5","[""REF"",""EXT""]","Constraint","schematron","The item type of a list simple type definition MUST have a target namespace equal to the target namespace of the XML Schema document within which it is defined, or a namespace that is imported as conformant by the schema document within which it is defined.",false
"NDR-4.0","section_11.1.2.2","Section 11.1.2.2. Derivation by union","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.1.2.2","11-6","Union member types defined by conformant schemas","","rule_11-6","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-6","[""REF"",""EXT""]","Constraint","schematron","Every member type of a union simple type definition MUST have a target namespace that is equal to either the target namespace of the XML Schema document within which it is defined or a namespace that is imported as conformant by the schema document within which it is defined.",false
"NDR-4.0","section_11.1.2.3","Section 11.1.2.3. Code simple types","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.1.2.3","11-7","Name of a code simple type ends in CodeSimpleType","","rule_11-7","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-7","[""REF"",""EXT""]","Constraint","schematron","A simple type definition schema component that has an enumeration facet or that is derived from a code simple type SHOULD have a name that ends in ""CodeSimpleType"".",false
"NDR-4.0","section_11.1.2.3","Section 11.1.2.3. Code simple types","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.1.2.3","11-8","Code simple type corresponds to a code list","","rule_11-8","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-8","[""REF"",""EXT""]","Constraint","text","A simple type SHOULD have a name ending in CodeSimpleType if and only if it has a correspondence to a list of distinct conceptual entities.",false
"NDR-4.0","section_11.1.2.3","Section 11.1.2.3. Code simple types","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.1.2.3","11-9","Attribute of code simple type has code representation term","rule-attribute-of-code-simple-type-has-code-rep-term","rule_11-9","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-9","[""REF"",""EXT""]","Constraint","schematron","An attribute with a type that is a code simple type SHOULD have a name with representation term ""Code""",false
"NDR-4.0","section_11.1.3","Section 11.1.3. Complex type definition","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.1.3","11-10","Complex type with simple content has structures:SimpleObjectAttributeGroup","rule-ct-sc-has-soag","rule_11-10","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-10","[""REF"",""EXT""]","Constraint","schematron","A complex type definition with simple content schema component with a derivation method of extension that has a base type definition that is a simple type MUST incorporate the attribute group {http://release.niem.gov/niem/structures/4.0/}SimpleObjectAttributeGroup.     A data type for a kind of passport.",false
"NDR-4.0","section_11.2.1","Section 11.2.1. Element declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.2.1","11-11","Element type does not have a simple type name","","rule_11-11","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-11","[""REF"",""EXT""]","Constraint","schematron","The {type definition} of an element declaration MUST NOT have a {name} that ends in 'SimpleType'.",false
"NDR-4.0","section_11.2.1","Section 11.2.1. Element declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.2.1","11-12","Element type is from conformant namespace","","rule_11-12","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-12","[""REF"",""EXT""]","Constraint","schematron","The {type definition} of an element declaration MUST have a {target namespace} that is the target namespace, or one that is imported as conformant.",false
"NDR-4.0","section_11.2.1","Section 11.2.1. Element declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.2.1","11-13","Name of element that ends in Abstract is abstract","","rule_11-13","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-13","[""REF"",""EXT""]","Constraint","schematron","An element declaration SHOULD have a name that ends in 'Abstract', 'AugmentationPoint', or 'Representation' if and only if it has the {abstract} property with a value of ""true"".",false
"NDR-4.0","section_11.2.1.1","Section 11.2.1.1. Object element declarations","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.2.1.1","11-14","Name of element declaration with simple content has representation term","rule-ref-el-csc-uses-rep-term","rule_11-14","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-14","[""REF"",""EXT""]","Constraint","schematron","The name of an element declaration that is of simple content SHOULD use a representation term.",false
"NDR-4.0","section_11.2.1.1","Section 11.2.1.1. Object element declarations","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.2.1.1","11-15","Name of element declaration with simple content has representation term","rule-set-el-csc-uses-rep-term","rule_11-15","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-15","[""SET""]","Constraint","schematron","the name of an element declaration that is of simple content SHOULD use a representation term.",false
"NDR-4.0","section_11.2.2","Section 11.2.2. Element substitution group","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.2.2","11-16","Element substitution group defined by conformant schema","","rule_11-16","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-16","[""REF"",""EXT""]","Constraint","schematron","An element substitution group MUST have either the target namespace or a namespace that is imported as conformant.",false
"NDR-4.0","section_11.2.3","Section 11.2.3. Attribute declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.2.3","11-17","Attribute type defined by conformant schema","","rule_11-17","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-17","[""REF"",""EXT""]","Constraint","schematron","The type of an attribute declaration MUST have the target namespace or the XML Schema namespace or a namespace that is imported as conformant.",false
"NDR-4.0","section_11.2.3","Section 11.2.3. Attribute declaration","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.2.3","11-18","Attribute name uses representation term","","rule_11-18","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-18","[""REF"",""EXT""]","Constraint","schematron","An attribute name SHOULD end with a representation term.",false
"NDR-4.0","section_11.3.2.1","Section 11.3.2.1. Element use","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.3.2.1","11-19","Element or attribute declaration introduced only once into a type","rule-decl-introduced-once","rule_11-19","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-19","[""REF"",""EXT""]","Constraint","text","Within the schema, an element declaration or attribute declaration MUST NOT be introduced more than once into a type definition. This applies to content acquired by a type by any means, including from a base type definition, via element substitution groups, or through the use of attribute groups.",false
"NDR-4.0","section_11.3.2.1","Section 11.3.2.1. Element use","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.3.2.1","11-20","Element reference defined by conformant schema","","rule_11-20","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-20","[""REF"",""EXT""]","Constraint","schematron","An element reference MUST be to a component that has a namespace that is either the target namespace of the schema document in which it appears, or which is imported as conformant by that schema document.",false
"NDR-4.0","section_11.3.3","Section 11.3.3. Attribute use","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.3.3","11-21","Referenced attribute defined by conformant schemas","","rule_11-21","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-21","[""REF"",""EXT""]","Constraint","schematron","An attribute {}ref MUST have the target namespace or a namespace that is imported as conformant.",false
"NDR-4.0","section_11.3.3.1","Section 11.3.3.1. Attribute group use","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.3.3.1","11-22","Schema uses only known attribute groups","rule-known-att-grp-refs","rule_11-22","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-22","[""REF"",""EXT""]","Constraint","schematron","An attribute group reference MUST be structures:SimpleObjectAttributeGroup or have the IC-ISM or IC-NTK namespace.",false
"NDR-4.0","section_11.6.1","Section 11.6.1. Human-readable documentation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.6.1","11-23","Data definition does not introduce ambiguity","","rule_11-23","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-23","[""REF"",""EXT""]","Constraint","text","Words or synonyms for the words within a data definition MUST NOT be reused as terms in the corresponding component name if those words dilute the semantics and understanding of, or impart ambiguity to, the entity or concept that the component represents.",false
"NDR-4.0","section_11.6.1","Section 11.6.1. Human-readable documentation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.6.1","11-24","Object class has only one meaning","","rule_11-24","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-24","[""REF"",""EXT""]","Constraint","text","An object class MUST have one and only one associated semantic meaning (i.e., a single word sense) as described in the definition of the component that represents that object class.",false
"NDR-4.0","section_11.6.1","Section 11.6.1. Human-readable documentation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.6.1","11-25","Data definition of a part does not redefine the whole","","rule_11-25","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-25","[""REF"",""EXT""]","Constraint","text","An object class MUST NOT be redefined within the definitions of the components that represent properties or subparts of that entity or class.",false
"NDR-4.0","section_11.6.1","Section 11.6.1. Human-readable documentation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.6.1","11-26","Do not leak representation into data definition","","rule_11-26","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-26","[""REF"",""EXT""]","Constraint","text","A data definition SHOULD NOT contain explicit representational or data typing information such as number of characters, classes of characters, range of mathematical values, etc., unless the very nature of the component can be described only by such information.",false
"NDR-4.0","section_11.6.1","Section 11.6.1. Human-readable documentation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.6.1","11-27","Data definition follows 11179-4 requirements","","rule_11-27","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-27","[""REF"",""EXT""]","Constraint","text","Each data definition MUST conform to the requirements for data definitions provided by [ISO 11179-4] Section 5.2, Requirements.",false
"NDR-4.0","section_11.6.1","Section 11.6.1. Human-readable documentation","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.6.1","11-28","Data definition follows 11179-4 recommendations","","rule_11-28","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-28","[""REF"",""EXT""]","Constraint","text","Each data definition SHOULD conform to the recommendations for data definitions provided by [ISO 11179-4] Section 5.3, Recommendations.",false
"NDR-4.0","section_11.6.1.1.1","Section 11.6.1.1.1. Element and attribute opening phrases","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.6.1.1.1","11-29","Standard opening phrase for augmentation point element data definition","rule-sop-augmentation-point","rule_11-29","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-29","[""REF"",""EXT""]","Constraint","schematron","The data definition for an augmentation point element SHOULD begin with standard opening phrase ""An augmentation point..."".",false
"NDR-4.0","section_11.6.1.1.1","Section 11.6.1.1.1. Element and attribute opening phrases","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.6.1.1.1","11-30","Standard opening phrase for augmentation element data definition","rule-sop-augmentation","rule_11-30","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-30","[""REF"",""EXT""]","Constraint","schematron","The data definition for an augmentation element SHOULD begin with the standard opening phrase ""Supplements..."" or ""Additional information about..."".",false
"NDR-4.0","section_11.6.1.1.1","Section 11.6.1.1.1. Element and attribute opening phrases","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.6.1.1.1","11-31","Standard opening phrase for metadata element data definition","rule-sop-metadata","rule_11-31","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-31","[""REF"",""EXT""]","Constraint","schematron","The data definition for a metadata element SHOULD begin with the standard opening phrase ""Metadata about..."" or ""Information that further qualifies..."".",false
"NDR-4.0","section_11.6.1.1.1","Section 11.6.1.1.1. Element and attribute opening phrases","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.6.1.1.1","11-32","Standard opening phrase for association element data definition","rule-sop-association","rule_11-32","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-32","[""REF"",""EXT""]","Constraint","schematron","The data definition for an association element that is not abstract SHOULD begin with the standard opening phrase ""An (optional adjectives) (relationship|association)..."".",false
"NDR-4.0","section_11.6.1.1.1","Section 11.6.1.1.1. Element and attribute opening phrases","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.6.1.1.1","11-33","Standard opening phrase for abstract element data definition","rule-sop-abstract","rule_11-33","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-33","[""REF"",""EXT""]","Constraint","schematron","The data definition for an abstract element SHOULD begin with the standard opening phrase ""A data concept..."".",false
"NDR-4.0","section_11.6.1.1.1","Section 11.6.1.1.1. Element and attribute opening phrases","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.6.1.1.1","11-34","Standard opening phrase for date element or attribute data definition","rule-sop-date","rule_11-34","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-34","[""REF"",""EXT""]","Constraint","schematron","The data definition for an element or attribute with a date representation term SHOULD begin with the standard opening phrase ""(A|An) (optional adjectives) (date|month|year)..."".",false
"NDR-4.0","section_11.6.1.1.1","Section 11.6.1.1.1. Element and attribute opening phrases","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.6.1.1.1","11-35","Standard opening phrase for quantity element or attribute data definition","rule-sop-quantity","rule_11-35","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-35","[""REF"",""EXT""]","Constraint","schematron","The data definition for an element or attribute with a quantity representation term SHOULD begin with the standard opening phrase ""An (optional adjectives) (count|number)..."".",false
"NDR-4.0","section_11.6.1.1.1","Section 11.6.1.1.1. Element and attribute opening phrases","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#section_11.6.1.1.1","11-36","Standard opening phrase for picture element or attribute data definition","rule-sop-picture","rule_11-36","https://reference.niem.gov/niem/specification/naming-and-design-rules/4.0/niem-ndr-4.0.html#rule_11-36","[""REF"",""EXT""]","Constraint","schematron","The data definition for an element or attribute with a picture representation term SHOULD begin with the standard opening phrase ""An (optional adjectives) (image|picture|photograph)"".",false
